county,state,FIPS,GISJOIN,number,state_abbrev,region,pop2020,per_100,diff
Elk,Kansas,20049,G2000490,0,KS,Midwest,2483,0,0
Shelby,Illinois,17173,G1701730,0,IL,Midwest,20990,0,0
Transylvania,North Carolina,37175,G3701750,1,NC,South,32986,3.031589159,1.442062638
Dent,Missouri,29065,G2900650,0,MO,Midwest,14421,0,0
York,Nebraska,31185,G3101850,0,NE,Midwest,14125,0,0
Slope,North Dakota,38087,G3800870,0,ND,Midwest,706,0,0
Fairfax,Virginia,51059,G5100590,18,VA,South,1150309,1.564796937,0.744340701
Peach,Georgia,13225,G1302250,0,GA,South,27981,0,0
De Soto,Mississippi,28033,G2800330,1,MS,South,185314,0.539624637,0.25668799
Medina,Ohio,39103,G3901030,1,OH,Midwest,182470,0.548035293,0.260688761
Hood,Texas,48221,G4802210,1,TX,Southwest,61598,1.623429332,0.772230887
Roseau,Minnesota,27135,G2701350,0,MN,Midwest,15331,0,0
Shelby,Texas,48419,G4804190,2,TX,Southwest,24022,8.32570144,3.960359518
Cannon,Tennessee,47015,G4700150,1,TN,South,14506,6.893699159,3.279186418
White,Georgia,13311,G1303110,0,GA,South,28003,0,0
Defiance,Ohio,39039,G3900390,1,OH,Midwest,38286,2.611920807,1.242435307
Covington (city),Virginia,51580,G5105800,1,VA,South,5737,17.43071292,8.291420285
Grant,South Dakota,46051,G4600510,0,SD,Midwest,7556,0,0
Henry,Georgia,13151,G1301510,3,GA,South,240712,1.246302636,0.592839719
Cheatham,Tennessee,47021,G4700210,2,TN,South,41072,4.869497468,2.316316623
Johnson,Illinois,17087,G1700870,0,IL,Midwest,13308,0,0
Grand,Colorado,08049,G0800490,0,CO,Rockies,15717,0,0
Gem,Idaho,16045,G1600450,0,ID,Rockies,19123,0,0
Lanier,Georgia,13173,G1301730,0,GA,South,9877,0,0
Mills,Iowa,19129,G1901290,1,IA,Midwest,14484,6.904170119,3.284167231
Granville,North Carolina,37077,G3700770,2,NC,South,60992,3.279118573,1.559807128
Clinton,Illinois,17027,G1700270,1,IL,Midwest,36899,2.710100545,1.289137325
Vance,North Carolina,37181,G3701810,0,NC,South,42578,0,0
Lake,Colorado,08065,G0800650,1,CO,Rockies,7436,13.44809037,6.396971244
Falls,Texas,48145,G4801450,0,TX,Southwest,16968,0,0
Monroe,Mississippi,28095,G2800950,0,MS,South,34180,0,0
Sussex,New Jersey,34037,G3400370,2,NJ,North,144221,1.386760597,0.659652591
Douglas,Illinois,17041,G1700410,1,IL,Midwest,19740,5.06585613,2.409720272
Liberty,Florida,12077,G1200770,0,FL,South,7974,0,0
Ramsey,North Dakota,38071,G3800710,0,ND,Midwest,11605,0,0
Winchester (city),Virginia,51840,G5108400,3,VA,South,28120,10.6685633,5.074809193
Emmons,North Dakota,38029,G3800290,0,ND,Midwest,3301,0,0
Campbell,Wyoming,56005,G5600050,1,WY,Rockies,47026,2.126483222,1.011522948
Hall,Georgia,13139,G1301390,0,GA,South,203136,0,0
Barry,Michigan,26015,G2600150,2,MI,Midwest,62423,3.203947263,1.524049731
Irwin,Georgia,13155,G1301550,0,GA,South,9666,0,0
Hyde,North Carolina,37095,G3700950,0,NC,South,4589,0,0
Waseca,Minnesota,27161,G2701610,2,MN,Midwest,18968,10.54407423,5.015592384
Duchesne,Utah,49013,G4900130,0,UT,Rockies,19596,0,0
Cuming,Nebraska,31039,G3100390,0,NE,Midwest,9013,0,0
Ferry,Washington,53019,G5300190,0,WA,West,7178,0,0
Switzerland,Indiana,18155,G1801550,1,IN,Midwest,9737,10.27010373,4.88527043
Charles Mix,South Dakota,46023,G4600230,0,SD,Midwest,9373,0,0
Randall,Texas,48381,G4803810,1,TX,Southwest,140753,0.710464431,0.337952855
Meigs,Tennessee,47121,G4701210,0,TN,South,12758,0,0
Waushara,Wisconsin,55137,G5501370,0,WI,Midwest,24520,0,0
Seward,Nebraska,31159,G3101590,0,NE,Midwest,17609,0,0
Catahoula,Louisiana,22025,G2200250,0,LA,South,8906,0,0
Crosby,Texas,48107,G4801070,1,TX,Southwest,5133,19.48178453,9.267071532
Clay,South Dakota,46027,G4600270,1,SD,Midwest,14967,6.681365671,3.178183883
Russell,Kansas,20167,G2001670,0,KS,Midwest,6691,0,0
Chisago,Minnesota,27025,G2700250,0,MN,Midwest,56621,0,0
Jones,Georgia,13169,G1301690,0,GA,South,28347,0,0
Canadian,Oklahoma,40017,G4000170,0,OK,Southwest,154405,0,0
Cherokee,Iowa,19035,G1900350,2,IA,Midwest,11658,17.1556013,8.160555528
Beckham,Oklahoma,40009,G4000090,0,OK,Southwest,22410,0,0
Lake,Montana,30047,G3000470,0,MT,Rockies,31134,0,0
Hernando,Florida,12053,G1200530,4,FL,South,194515,2.056396679,0.978184267
Leon,Texas,48289,G4802890,0,TX,Southwest,15719,0,0
Miami,Kansas,20121,G2001210,0,KS,Midwest,34191,0,0
Bradley,Tennessee,47011,G4700110,2,TN,South,108620,1.841281532,0.875858556
Colfax,Nebraska,31037,G3100370,0,NE,Midwest,10582,0,0
Wright,Iowa,19197,G1901970,0,IA,Midwest,12943,0,0
Highlands,Florida,12055,G1200550,2,FL,South,101235,1.975601324,0.939751631
Logan,Kansas,20109,G2001090,0,KS,Midwest,2762,0,0
Metcalfe,Kentucky,21169,G2101690,1,KY,South,10286,9.721952168,4.624526363
Washington,Nebraska,31177,G3101770,0,NE,Midwest,20865,0,0
Gwinnett,Georgia,13135,G1301350,12,GA,South,957062,1.253837264,0.596423782
Newport News (city),Virginia,51700,G5107000,6,VA,South,186247,3.2215284,1.532412705
Hockley,Texas,48219,G4802190,0,TX,Southwest,21537,0,0
Camden,North Carolina,37029,G3700290,0,NC,South,10355,0,0
Larue,Kentucky,21123,G2101230,1,KY,South,14867,6.726306585,3.199561322
Mchenry,Illinois,17111,G1701110,7,IL,Midwest,310229,2.256397693,1.073320506
Pearl River,Mississippi,28109,G2801090,4,MS,South,56145,7.12441001,3.388930674
Izard,Arkansas,05065,G0500650,0,AR,South,13577,0,0
Bullock,Alabama,01011,G0100110,0,AL,South,10357,0,0
Angelina,Texas,48005,G4800050,2,TX,Southwest,86395,2.314948782,1.101172016
Leslie,Kentucky,21131,G2101310,0,KY,South,10513,0,0
Grainger,Tennessee,47057,G4700570,0,TN,South,23527,0,0
Mathews,Virginia,51115,G5101150,0,VA,South,8533,0,0
San Juan,New Mexico,35045,G3500450,7,NM,Southwest,121661,5.753692638,2.736909504
Mc Pherson,South Dakota,46089,G4600890,0,SD,Midwest,2411,0,0
Keweenaw,Michigan,26083,G2600830,0,MI,Midwest,2046,0,0
Wyandot,Ohio,39175,G3901750,0,OH,Midwest,21900,0,0
Minidoka,Idaho,16067,G1600670,1,ID,Rockies,21613,4.626844954,2.200891971
Maui,Hawaii,15009,G1550095,3,HI,West,164754,1.820896609,0.866161881
Ontonagon,Michigan,26131,G2601310,1,MI,Midwest,5816,17.19394773,8.17879611
Baca,Colorado,08009,G0800090,0,CO,Rockies,3506,0,0
Kinney,Texas,48271,G4802710,0,TX,Southwest,3129,0,0
Yankton,South Dakota,46135,G4601350,2,SD,Midwest,23310,8.58000858,4.081328029
Tooele,Utah,49045,G4900450,1,UT,Rockies,72698,1.37555366,0.654321689
Putnam,Missouri,29171,G2901710,0,MO,Midwest,4681,0,0
Lincoln,Arkansas,05079,G0500790,0,AR,South,12941,0,0
Jones,North Carolina,37103,G3701030,1,NC,South,9172,10.90274749,5.186205645
Caldwell,Louisiana,22021,G2200210,1,LA,South,9645,10.36806636,4.931869173
Burke,Georgia,13033,G1300330,0,GA,South,24596,0,0
Zavala,Texas,48507,G4805070,0,TX,Southwest,9670,0,0
Neosho,Kansas,20133,G2001330,0,KS,Midwest,15904,0,0
Harding,South Dakota,46063,G4600630,0,SD,Midwest,1311,0,0
Trinity,California,06105,G0601050,0,CA,West,16112,0,0
Clinton,Missouri,29049,G2900490,1,MO,Midwest,21184,4.720543807,2.245462527
Schuyler,Missouri,29197,G2901970,0,MO,Midwest,4032,0,0
Madison,Montana,30057,G3000570,0,MT,Rockies,8623,0,0
Burnett,Wisconsin,55013,G5500130,0,WI,Midwest,16526,0,0
Effingham,Georgia,13103,G1301030,0,GA,South,64769,0,0
Baylor,Texas,48023,G4800230,0,TX,Southwest,3465,0,0
Latimer,Oklahoma,40077,G4000770,0,OK,Southwest,9444,0,0
Seminole,Florida,12117,G1201170,9,FL,South,470856,1.911412406,0.909218325
Franklin,Florida,12037,G1200370,1,FL,South,12451,8.031483415,3.820406246
Anderson,Kentucky,21005,G2100050,3,KY,South,23852,12.57756163,5.982879193
Cheyenne,Kansas,20023,G2000230,0,KS,Midwest,2616,0,0
Winkler,Texas,48495,G4804950,0,TX,Southwest,7791,0,0
Nansemond,Virginia,51123,G5101230,0,VA,South,NA,NA,NA
Flagler,Florida,12035,G1200350,1,FL,South,115378,0.866716358,0.412278581
Nobles,Minnesota,27105,G2701050,0,MN,Midwest,22290,0,0
Johnson,Wyoming,56019,G5600190,0,WY,Rockies,8447,0,0
Marion,Iowa,19125,G1901250,0,IA,Midwest,33414,0,0
Perry,Missouri,29157,G2901570,1,MO,Midwest,18956,5.275374552,2.50938374
Buffalo,Wisconsin,55011,G5500110,2,WI,Midwest,13317,15.01839754,7.143933044
Hickory,Missouri,29085,G2900850,0,MO,Midwest,8279,0,0
Mercer,North Dakota,38057,G3800570,0,ND,Midwest,8350,0,0
Sheridan,North Dakota,38083,G3800830,0,ND,Midwest,1265,0,0
Washington,Texas,48477,G4804770,1,TX,Southwest,35805,2.792906019,1.328526132
Nassau,Florida,12089,G1200890,2,FL,South,90352,2.213564725,1.052945771
Todd,Kentucky,21219,G2102190,0,KY,South,12243,0,0
Forest,Wisconsin,55041,G5500410,0,WI,Midwest,9179,0,0
Lincoln,Kansas,20105,G2001050,0,KS,Midwest,2939,0,0
Florence,Wisconsin,55037,G5500370,1,WI,Midwest,4558,21.93944713,10.43612948
Gogebic,Michigan,26053,G2600530,1,MI,Midwest,14380,6.954102921,3.307919205
Karnes,Texas,48255,G4802550,1,TX,Southwest,14710,6.798096533,3.233710277
Mchenry,North Dakota,38049,G3800490,0,ND,Midwest,5345,0,0
Grant,Minnesota,27051,G2700510,0,MN,Midwest,6074,0,0
Deuel,Nebraska,31049,G3100490,0,NE,Midwest,1838,0,0
Thayer,Nebraska,31169,G3101690,0,NE,Midwest,5034,0,0
Vilas,Wisconsin,55125,G5501250,2,WI,Midwest,23047,8.677919035,4.127901955
Arenac,Michigan,26011,G2600110,1,MI,Midwest,15002,6.665777896,3.170769109
Jackson,Iowa,19097,G1900970,1,IA,Midwest,19485,5.132152938,2.441256257
Nance,Nebraska,31125,G3101250,0,NE,Midwest,3380,0,0
Kauai,Hawaii,15007,G1550075,0,HI,West,73298,0,0
Arthur,Nebraska,31005,G3100050,0,NE,Midwest,434,0,0
Pendleton,West Virginia,54071,G5400710,0,WV,South,6143,0,0
Stewart,Tennessee,47161,G4701610,1,TN,South,13657,7.322252325,3.483040065
Essex,Vermont,50009,G5000090,0,VT,North,5920,0,0
Gilchrist,Florida,12041,G1200410,2,FL,South,17864,11.19570085,5.325557341
Lac Qui Parle,Minnesota,27073,G2700730,0,MN,Midwest,6719,0,0
Iberville,Louisiana,22047,G2200470,0,LA,South,30241,0,0
Clatsop,Oregon,41007,G4100070,2,OR,West,41072,4.869497468,2.316316623
Jenkins,Georgia,13165,G1301650,0,GA,South,8674,0,0
Linn,Kansas,20107,G2001070,2,KS,Midwest,9591,20.85288291,9.919273939
Hamilton,Iowa,19079,G1900790,0,IA,Midwest,15039,0,0
Tripp,South Dakota,46123,G4601230,0,SD,Midwest,5624,0,0
Cass,Iowa,19029,G1900290,0,IA,Midwest,13127,0,0
San Juan,Washington,53055,G5300550,0,WA,West,17788,0,0
Lagrange,Indiana,18087,G1800870,0,IN,Midwest,40446,0,0
Trego,Kansas,20195,G2001950,0,KS,Midwest,2808,0,0
Nelson,Virginia,21179,G5101250,0,VA,South,46738,0,0
Nelson,Virginia,51125,G5101250,0,VA,South,14775,0,0
Mcintosh,Oklahoma,40091,G4000910,2,OK,Southwest,18941,10.55910459,5.022742007
La Salle,Louisiana,22059,G2200590,1,LA,South,14791,6.760868095,3.216001499
Kendall,Texas,48259,G4802590,2,TX,Southwest,44279,4.51681384,2.148552504
Garfield,Utah,49017,G4900170,0,UT,Rockies,5083,0,0
Rooks,Kansas,20163,G2001630,0,KS,Midwest,4919,0,0
Shelby,Iowa,19165,G1901650,0,IA,Midwest,11746,0,0
Lincoln,Mississippi,28085,G2800850,0,MS,South,34907,0,0
Clarke,Virginia,51043,G5100430,0,VA,South,14783,0,0
Northumberland,Virginia,51133,G5101330,0,VA,South,11839,0,0
Boone,Nebraska,31011,G3100110,1,NE,Midwest,5379,18.59081614,8.843256771
Harmon,Oklahoma,40057,G4000570,0,OK,Southwest,2488,0,0
Queen Anne's,Maryland,24035,G2400350,0,MD,South,49874,0,0
Madison,Arkansas,05087,G0500870,0,AR,South,16521,0,0
Barnes,North Dakota,38003,G3800030,0,ND,Midwest,10853,0,0
Atascosa,Texas,48013,G4800130,1,TX,Southwest,48981,2.04160797,0.971149592
Washington,Georgia,13303,G1303030,1,GA,South,19988,5.003001801,2.379821802
Sabine,Texas,48403,G4804030,0,TX,Southwest,9894,0,0
Rock,Minnesota,27117,G2701330,0,MN,Midwest,9424,0,0
Rock,Minnesota,27133,G2701330,0,MN,Midwest,9704,0,0
Palo Alto,Iowa,19147,G1901470,0,IA,Midwest,8996,0,0
Union,Mississippi,28145,G2801450,0,MS,South,27777,0,0
Livingston,Missouri,29117,G2901170,0,MO,Midwest,14557,0,0
Tensas,Louisiana,22107,G2201070,0,LA,South,4147,0,0
Greensville,Virginia,51081,G5100810,0,VA,South,11391,0,0
Hanover,Virginia,51085,G5100850,3,VA,South,109979,2.727793488,1.297553483
Powell,Kentucky,21197,G2101970,1,KY,South,13129,7.616726331,3.623115102
Iron,Utah,49021,G4900210,1,UT,Rockies,57289,1.745535792,0.830314339
Pike,Arkansas,05109,G0501090,0,AR,South,10171,0,0
Knox,Texas,48275,G4802750,0,TX,Southwest,3353,0,0
Sanpete,Utah,49039,G4900390,0,UT,Rockies,28437,0,0
Orange,Texas,48361,G4803610,3,TX,Southwest,84808,3.537402132,1.682667137
Clay,Kansas,20027,G2000270,0,KS,Midwest,8117,0,0
Garfield,Washington,53023,G5300230,0,WA,West,2286,0,0
Clark,South Dakota,46025,G4600250,1,SD,Midwest,3837,26.06202763,12.39715355
Elliott,Kentucky,21063,G2100630,0,KY,South,7354,0,0
San Miguel,New Mexico,35047,G3500470,2,NM,Southwest,27201,7.352670858,3.497509516
Logan,Colorado,08075,G0800750,0,CO,Rockies,21528,0,0
Wheeler,Texas,48483,G4804830,1,TX,Southwest,4990,20.04008016,9.532640916
Real,Texas,48385,G4803850,0,TX,Southwest,2758,0,0
Franklin,Tennessee,47051,G4700510,2,TN,South,42774,4.675737598,2.224149164
Otsego,Michigan,26137,G2601370,2,MI,Midwest,25091,7.970985612,3.791628725
Yadkin,North Carolina,37197,G3701970,0,NC,South,37214,0,0
Attala,Mississippi,28007,G2800070,0,MS,South,17889,0,0
Hudspeth,Texas,48229,G4802290,0,TX,Southwest,3202,0,0
Summit,Utah,49043,G4900430,0,UT,Rockies,42357,0,0
Monroe,Ohio,39111,G3901110,0,OH,Midwest,13385,0,0
Louisa,Virginia,51109,G5101090,0,VA,South,37596,0,0
Marshall,Mississippi,28093,G2800930,0,MS,South,33752,0,0
Portsmouth (city),Virginia,51740,G5107400,2,VA,South,97915,2.042587959,0.971615752
Custer,South Dakota,46033,G4600330,0,SD,Midwest,8318,0,0
Wirt,West Virginia,54105,G5401050,0,WV,South,5194,0,0
Hancock,Tennessee,47067,G4700670,0,TN,South,6662,0,0
Hettinger,North Dakota,38041,G3800410,0,ND,Midwest,2489,0,0
Sanborn,South Dakota,46111,G4601110,1,SD,Midwest,2330,42.91845494,20.41539836
Stillwater,Montana,30095,G3000950,0,MT,Rockies,8963,0,0
Wright,Minnesota,27171,G2701710,1,MN,Midwest,141337,0.707528814,0.336556444
Columbia,Oregon,41009,G4100090,1,OR,West,52589,1.901538345,0.904521443
Shackelford,Texas,48417,G4804170,0,TX,Southwest,3105,0,0
Worth,Georgia,13321,G1303210,1,GA,South,20784,4.81139338,2.288677741
El Dorado,California,06017,G0600170,6,CA,West,191185,3.138321521,1.492832958
Shelby,Kentucky,21211,G2102110,0,KY,South,48065,0,0
Mason,Kentucky,21161,G2101610,0,KY,South,17120,0,0
Blackford,Indiana,18009,G1800090,0,IN,Midwest,12112,0,0
Lincoln,Washington,53043,G5300430,1,WA,West,10876,9.194556822,4.373655588
Franklin,Arkansas,05047,G0500470,0,AR,South,17097,0,0
Sullivan,Missouri,29211,G2902110,0,MO,Midwest,5999,0,0
Codington,South Dakota,46029,G4600290,1,SD,Midwest,28325,3.530450132,1.679360218
Wheeler,Georgia,13309,G1303090,0,GA,South,7471,0,0
Okanogan,Washington,53047,G5300470,1,WA,West,42104,2.375071252,1.129771
Sheridan,Nebraska,31161,G3101610,1,NE,Midwest,5127,19.50458358,9.277916554
Barnwell,South Carolina,45011,G4500110,3,SC,South,20589,14.57088737,6.931061951
Tama,Iowa,19171,G1901710,0,IA,Midwest,17135,0,0
Hamilton,Kansas,20075,G2000750,0,KS,Midwest,2518,0,0
Butler,Iowa,19023,G1900230,1,IA,Midwest,14334,6.976419701,3.318534824
Plumas,California,06063,G0600630,1,CA,West,19790,5.0530571,2.403632045
Hoke,North Carolina,37093,G3700930,2,NC,South,52082,3.840098307,1.826653284
Uinta,Wyoming,56041,G5600410,1,WY,Rockies,20450,4.88997555,2.326057612
Benewah,Idaho,16009,G1600090,0,ID,Rockies,9530,0,0
Bledsoe,Tennessee,47007,G4700070,0,TN,South,14913,0,0
Bottineau,North Dakota,38009,G3800090,0,ND,Midwest,6379,0,0
Rio Grande,Colorado,08105,G0801050,0,CO,Rockies,11539,0,0
Grundy,Tennessee,47061,G4700610,0,TN,South,13529,0,0
Washburn,Wisconsin,55129,G5501290,1,WI,Midwest,16623,6.015761295,2.861570004
Hancock,Illinois,17067,G1700670,0,IL,Midwest,17620,0,0
Kearney,Nebraska,31099,G3100990,0,NE,Midwest,6688,0,0
St John The Baptist,Louisiana,22095,G2200950,1,LA,South,42477,2.354215222,1.119850229
Hempstead,Arkansas,05057,G0500570,3,AR,South,20065,14.95140792,7.112067507
Jackson,Minnesota,27063,G2700630,0,MN,Midwest,9989,0,0
Washington,Oklahoma,40147,G4001470,1,OK,Southwest,52455,1.906395958,0.906832107
Walker,Texas,48471,G4804710,1,TX,Southwest,76400,1.308900524,0.622616206
Titus,Texas,48449,G4804490,1,TX,Southwest,31247,3.200307229,1.522318244
Parmer,Texas,48369,G4803690,0,TX,Southwest,9869,0,0
Wyoming,New York,36121,G3601210,0,NY,North,40531,0,0
Noble,Oklahoma,40103,G4001030,0,OK,Southwest,10924,0,0
Hardy,West Virginia,54031,G5400310,0,WV,South,14299,0,0
Sanders,Montana,30089,G3000890,0,MT,Rockies,12400,0,0
Putnam,Ohio,39137,G3901370,1,OH,Midwest,34451,2.902673362,1.380740129
Motley,Texas,48345,G4803450,0,TX,Southwest,1063,0,0
Madison,Idaho,16065,G1600650,2,ID,Rockies,52913,3.779789466,1.797965648
Bon Homme,South Dakota,46009,G4600090,0,SD,Midwest,7003,0,0
Huerfano,Colorado,08055,G0800550,0,CO,Rockies,6820,0,0
Coal,Oklahoma,40029,G4000290,0,OK,Southwest,5266,0,0
Washington,Alabama,01129,G0101290,0,AL,South,15388,0,0
Thurston,Nebraska,31173,G3101730,0,NE,Midwest,6773,0,0
Wells,Indiana,18179,G1801790,1,IN,Midwest,28180,3.54861604,1.688001355
Red River,Louisiana,22081,G2200810,0,LA,South,7620,0,0
Hart,Kentucky,21099,G2100990,0,KY,South,19288,0,0
Cameron,Pennsylvania,42023,G4200230,0,PA,North,4547,0,0
Bailey,Texas,48017,G4800170,0,TX,Southwest,6904,0,0
Burnet,Texas,48053,G4800530,5,TX,Southwest,49130,10.17708121,4.841021593
Pushmataha,Oklahoma,40127,G4001270,0,OK,Southwest,10812,0,0
Kingsbury,South Dakota,46077,G4600770,0,SD,Midwest,5187,0,0
Coffey,Kansas,20031,G2000310,0,KS,Midwest,8360,0,0
Stevens,Minnesota,27149,G2701490,0,MN,Midwest,9671,0,0
Niobrara,Wyoming,56027,G5600270,0,WY,Rockies,2467,0,0
Roberts,Texas,48393,G4803930,0,TX,Southwest,827,0,0
Pend Oreille,Washington,53051,G5300510,0,WA,West,13401,0,0
Carson City (city),Nevada,32510,G3205100,1,NV,Rockies,58639,1.705349682,0.811198659
Morrill,Nebraska,31123,G3101230,0,NE,Midwest,4555,0,0
Darke,Ohio,39037,G3900370,1,OH,Midwest,51881,1.927487905,0.916865098
Tyler,Texas,48457,G4804570,1,TX,Southwest,19798,5.051015254,2.402660783
Martinsville (city),Virginia,51690,G5106900,3,VA,South,13485,22.24694105,10.58239781
Uintah,Utah,49047,G4900470,1,UT,Rockies,35620,2.807411567,1.335426114
Golden Valley,North Dakota,38033,G3800330,0,ND,Midwest,1736,0,0
Cooper,Missouri,29053,G2900530,0,MO,Midwest,17103,0,0
Mineral,Montana,30061,G3000610,0,MT,Rockies,4535,0,0
James City,Virginia,51095,G5100950,0,VA,South,78254,0,0
Mountrail,North Dakota,38061,G3800610,0,ND,Midwest,9809,0,0
Hood River,Oregon,41027,G4100270,2,OR,West,23977,8.341327105,3.967792315
Lincoln,New Mexico,35027,G3500270,0,NM,Southwest,20269,0,0
Glades,Florida,12043,G1200430,0,FL,South,12126,0,0
Texas,Oklahoma,40139,G4001390,3,OK,Southwest,21384,14.0291807,6.673383582
Castro,Texas,48069,G4800690,1,TX,Southwest,7371,13.56668023,6.453381926
Fulton,Indiana,18049,G1800490,2,IN,Midwest,20480,9.765625,4.645300603
Miner,South Dakota,46097,G4600970,0,SD,Midwest,2298,0,0
Calaveras,California,06009,G0600090,1,CA,West,45292,2.207895434,1.05024901
Lincoln,Montana,30053,G3000530,1,MT,Rockies,19677,5.08207552,2.417435492
Lyon,Kentucky,21143,G2101430,0,KY,South,8680,0,0
Woodward,Oklahoma,40153,G4001530,0,OK,Southwest,20470,0,0
Cassia,Idaho,16031,G1600310,1,ID,Rockies,24655,4.055972419,1.929340019
Vinton,Ohio,39163,G3901630,0,OH,Midwest,12800,0,0
Allen,Kansas,20001,G2000010,1,KS,Midwest,12526,7.983394539,3.797531389
Pacific,Washington,53049,G5300490,0,WA,West,23365,0,0
Ashe,North Carolina,37009,G3700090,0,NC,South,26577,0,0
Williamsburg (city),Virginia,51830,G5108300,2,VA,South,15425,12.96596434,6.167634123
Greenlee,Arizona,04011,G0400110,0,AZ,Southwest,9563,0,0
Loane,Oregon,NA,NA,0,OR,West,NA,NA,NA
Juneau,Wisconsin,55057,G5500570,0,WI,Midwest,26718,0,0
Kittson,Minnesota,27069,G2700690,0,MN,Midwest,4207,0,0
Clay,Iowa,19041,G1900410,1,IA,Midwest,16384,6.103515625,2.903312877
Mcintosh,North Dakota,38051,G3800510,0,ND,Midwest,2530,0,0
Weston,Wyoming,56045,G5600450,2,WY,Rockies,6838,29.24831822,13.91280438
Rains,Texas,48379,G4803790,0,TX,Southwest,12164,0,0
Perry,Mississippi,28111,G2801110,0,MS,South,11511,0,0
Hancock,Georgia,13141,G1301410,0,GA,South,8735,0,0
Clay,Alabama,01027,G0100270,0,AL,South,14236,0,0
Calhoun,Arkansas,05013,G0500130,0,AR,South,4739,0,0
Grant,Washington,53025,G5300250,2,WA,West,99123,2.017695187,0.959774788
Potter,South Dakota,46107,G4601070,0,SD,Midwest,2472,0,0
Ozaukee,Wisconsin,55089,G5500890,1,WI,Midwest,91503,1.092860343,0.519850477
Alamosa,Colorado,08003,G0800030,2,CO,Rockies,16376,12.21299463,5.809462405
Ottawa,Kansas,20143,G2001430,0,KS,Midwest,5735,0,0
Coleman,Texas,48083,G4800830,0,TX,Southwest,7684,0,0
Yuma,Colorado,08125,G0801250,0,CO,Rockies,9988,0,0
Doniphan,Kansas,20043,G2000430,1,KS,Midwest,7510,13.31557923,6.333938505
Valley,Idaho,16085,G1600850,0,ID,Rockies,11746,0,0
Columbia,Washington,53013,G5300130,0,WA,West,3952,0,0
Rosebud,Montana,30087,G3000870,1,MT,Rockies,8329,12.00624325,5.711115161
Musselshell,Montana,30065,G3000650,0,MT,Rockies,4730,0,0
Stanley,South Dakota,46117,G4601170,0,SD,Midwest,2980,0,0
Benton,Missouri,29015,G2900150,1,MO,Midwest,19394,5.156233887,2.452711054
Roosevelt,Montana,30085,G3000850,0,MT,Rockies,10794,0,0
Sutton,Texas,48435,G4804350,1,TX,Southwest,3372,29.65599051,14.10672544
Carroll,Ohio,39019,G3900190,0,OH,Midwest,26721,0,0
Putnam,Illinois,17155,G1701550,0,IL,Midwest,5637,0,0
Republic,Kansas,20157,G2001570,0,KS,Midwest,4674,0,0
Butte,Idaho,16023,G1600230,0,ID,Rockies,2574,0,0
La Moure,North Dakota,38045,G3800450,0,ND,Midwest,4093,0,0
Ben Hill,Georgia,13017,G1300170,1,GA,South,17194,5.815982319,2.766539384
Cooke,Texas,48097,G4800970,0,TX,Southwest,41668,0,0
Chester,Tennessee,47023,G4700230,0,TN,South,17341,0,0
Butte,South Dakota,46019,G4600190,0,SD,Midwest,10243,0,0
Waller,Texas,48473,G4804730,1,TX,Southwest,56794,1.760749375,0.837551118
Kingman,Kansas,20095,G2000950,0,KS,Midwest,7470,0,0
Deuel,South Dakota,46039,G4600390,0,SD,Midwest,4295,0,0
Hidalgo,New Mexico,35023,G3500230,0,NM,Southwest,4178,0,0
Woodford,Illinois,17203,G1702030,0,IL,Midwest,38467,0,0
Tipton,Indiana,18159,G1801590,0,IN,Midwest,15359,0,0
Calhoun,Georgia,13037,G1300370,0,GA,South,5573,0,0
Richardson,Nebraska,31147,G3101470,2,NE,Midwest,7871,25.40973193,12.08687033
Valley,Montana,30105,G3001050,1,MT,Rockies,7578,13.19609396,6.277101897
Jefferson,Oregon,41031,G4100310,1,OR,West,24502,4.081299486,1.941387567
Union,Tennessee,47173,G4701730,0,TN,South,19802,0,0
Calhoun,Iowa,19025,G1900250,0,IA,Midwest,9927,0,0
Tippah,Mississippi,28139,G2801390,0,MS,South,21815,0,0
Staunton (city),Virginia,51790,G5107900,0,VA,South,25750,0,0
Sarpy,Nebraska,31153,G3101530,3,NE,Midwest,190604,1.573943884,0.748691709
Clay,Florida,12019,G1200190,8,FL,South,218245,3.665605169,1.743650601
Kent,Texas,48263,G4802630,0,TX,Southwest,753,0,0
Jack,Texas,48237,G4802370,0,TX,Southwest,8472,0,0
Brule,South Dakota,46015,G4600150,0,SD,Midwest,5247,0,0
Jackson,South Dakota,46071,G4600710,0,SD,Midwest,2806,0,0
Presidio,Texas,48377,G4803770,0,TX,Southwest,6131,0,0
Glascock,Georgia,13125,G1301250,0,GA,South,2884,0,0
Skamania,Washington,53059,G5300590,0,WA,West,12036,0,0
Lumpkin,Georgia,13187,G1301870,1,GA,South,33488,2.98614429,1.420445478
Calvert,Maryland,24009,G2400090,1,MD,South,92783,1.077783646,0.512678812
Washington,Iowa,19183,G1901830,1,IA,Midwest,22565,4.431641923,2.108038031
Pike,Indiana,18125,G1801250,1,IN,Midwest,12250,8.163265306,3.883092096
St Genevieve,Missouri,29186,G2901860,0,MO,Midwest,18479,0,0
Concordia,Louisiana,22029,G2200290,2,LA,South,18687,10.7026275,5.091012808
Platte,Missouri,29165,G2901650,1,MO,Midwest,106718,0.937049045,0.445734348
Curry,Oregon,41015,G4100150,0,OR,West,23446,0,0
